"ÃÂÂIndex","Address","City","State","Zipcode","AUTO_UNIQUE_ID_2019-12-02_dbmsmsba_nyc","Source","UpdatedGeocoding","TimeTaken","TransactionId","Version","ErrorMessage","Latitude","Longitude","MatchType","MatchedLocationType","FeatureMatchingResultType","InterpolationType","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","GeocodeQualityType","FeatureMatchingHierarchy","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","FeatureMatchingResultTypeTieBreakingNotes","TieHandlingStrategyType","RegionSize","RegionSizeUnits","naaccrQualCode","naaccrQualType"
"13454","1170 E 98th St NYC","New York","NY","",2256,"USCGeocoder",1,187.4804,"","4.1","",40.6430837243345,-73.8986520820873,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","3126.4348984356","Meters","03","StreetSegmentInterpolation"
"13458","415 W 220th St NYC","New York","NY","",2257,"USCGeocoder",1,156.0486,"","4.1","",40.8718252103304,-73.9113910764794,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","2975.00973596727","Meters","03","StreetSegmentInterpolation"
"13466","69 Morton St NYC","New York","NY","",2258,"USCGeocoder",1,1421.8487,"","4.1","",40.731,-74.0065,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","4","","ReturnAll","0","Meters","00","AddressPoint"
"13469","362 5 AVE NYC","New York","NY","",2259,"USCGeocoder",1,234.3034,"","4.1","",40.748869,-73.9844782,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13474","121 6th Ave NYC","New York","NY","",2260,"USCGeocoder",1,296.6723,"","4.1","",40.6784334,-73.9757539,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13478","944 Amsterdam Ave NYC","New York","NY","",2261,"USCGeocoder",1,312.5288,"","4.1","",40.8008971,-73.9656101,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13484","1161 Madison Ave NYC","New York","NY","",2262,"USCGeocoder",1,421.8788,"","4.1","",40.7806,-73.9588,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13495","325 Broadway NYC","New York","NY","",2263,"USCGeocoder",1,359.3078,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13497","225 W 79th St NYC","New York","NY","",2264,"USCGeocoder",1,250.0227,"","4.1","",40.7837248,-73.9793056,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13504","40 Charlton St NYC","New York","NY","",2265,"USCGeocoder",1,703.1202,"","4.1","",40.727,-74.0048,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","RoofTop","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13505","1032 2nd Ave NYC","New York","NY","",2266,"USCGeocoder",1,234.383,"","4.1","",40.7575957,-73.9663043,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13507","48 Ann St NYC","New York","NY","",2267,"USCGeocoder",1,546.8598,"","4.1","",40.7103,-74.0069,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13511","108 W 17th St NYC","New York","NY","",2268,"USCGeocoder",1,359.3458,"","4.1","",40.7361307,-73.9882334,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","93.1952662721894","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13518","65 W 55th St NYC","New York","NY","",2269,"USCGeocoder",1,218.962,"","4.1","",40.7627539,-73.9772543,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13520","149 W 24th St NYC","New York","NY","",2270,"USCGeocoder",1,250.1742,"","4.1","",40.7445306,-73.9943679,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13522","90 Columbia St NYC","New York","NY","",2271,"USCGeocoder",1,1015.6133,"","4.1","",40.7182,-73.9793,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","3","","ReturnAll","0","Meters","00","AddressPoint"
"13526","862 6th Ave NYC","New York","NY","",2272,"USCGeocoder",1,46.8175,"","4.1","",40.7474353370878,-73.9893899701931,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","1883.76334098144","Meters","03","StreetSegmentInterpolation"
"13533","4441 Broadway NYC","New York","NY","",2273,"USCGeocoder",1,93.9127,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13534","1040 MADISON AVE NYC","New York","NY","",2274,"USCGeocoder",1,500.0914,"","4.1","",40.7766,-73.9621,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13548","25 Greenwich St NYC","New York","NY","",2275,"USCGeocoder",1,249.5448,"","4.1","",40.707287473249,-74.0137869717736,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","2","","ReturnAll","2316.89258908143","Meters","03","StreetSegmentInterpolation"
"13549","47 E 29th St NYC","New York","NY","",2276,"USCGeocoder",1,218.4849,"","4.1","",40.7442126,-73.9840135,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13555","270 6th Ave NYC","New York","NY","",2277,"USCGeocoder",1,312.4976,"","4.1","",40.6731458484084,-73.9797942191954,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","2","","ReturnAll","1897.7004008207","Meters","03","StreetSegmentInterpolation"
"13557","S Monroe St NYC","New York","NY","",2278,"USCGeocoder",1,31.1107,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13562","351 Amsterdam Ave NYC","New York","NY","",2279,"USCGeocoder",1,500.045,"","4.1","",40.7815,-73.9793,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13564","520 W 114 ST NYC","New York","NY","",2280,"USCGeocoder",1,281.3898,"","4.1","",40.8058821,-73.9631326,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13568","236 W 15th St NYC","New York","NY","",2281,"USCGeocoder",1,265.4973,"","4.1","",40.7398518,-74.0008674,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13569","325 W 45th St NYC","New York","NY","",2282,"USCGeocoder",1,203.1158,"","4.1","",40.7597513,-73.9895353,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13571","304 Elizabeth St NYC","New York","NY","",2283,"USCGeocoder",1,499.9851,"","4.1","",40.7252,-73.993,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13572","598 Broadway NYC","New York","NY","",2284,"USCGeocoder",1,93.7506,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13587","88 Greenwich St NYC","New York","NY","",2285,"USCGeocoder",1,468.8028,"","4.1","",40.7078,-74.0138,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13589","113 7th Ave S NYC","New York","NY","",2286,"USCGeocoder",1,203.0849,"","4.1","",40.7339137,-74.0024165,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13591","1712 2nd Ave NYC","New York","NY","",2287,"USCGeocoder",1,203.126,"","4.1","",40.7795731,-73.9502919,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13594","113 W 128th St NYC","New York","NY","",2288,"USCGeocoder",1,265.5532,"","4.1","",40.8101307,-73.9448476,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13608","1059 2nd Ave NYC","New York","NY","",2289,"USCGeocoder",1,218.7458,"","4.1","",40.7585426,-73.9660731,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13611","N W 46th St NYC","New York","NY","",2290,"USCGeocoder",1,15.6956,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13612","117 Beekman St NYC","New York","NY","",2291,"USCGeocoder",1,515.6037,"","4.1","",40.7078,-74.0033,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13622","49 W 37th St NYC","New York","NY","",2292,"USCGeocoder",1,171.7835,"","4.1","",40.7514777,-73.9855985,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13633","163 Varick St NYC","New York","NY","",2293,"USCGeocoder",1,453.1554,"","4.1","",40.7269,-74.0058,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13640","10 E 19th St NYC","New York","NY","",2294,"USCGeocoder",1,265.5383,"","4.1","",40.7386826,-73.990689,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13642","227 E 57th St NYC","New York","NY","",2295,"USCGeocoder",1,562.4962,"","4.1","",40.7598248,-73.9661089,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13645","880 St Nicholas Ave NYC","New York","NY","",2296,"USCGeocoder",1,171.8643,"","4.1","",40.8300217,-73.9415144,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13647","155 Lafayette St NYC","New York","NY","",2297,"USCGeocoder",1,390.6844,"","4.1","",40.6877,-73.9714,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","91.4201183431953","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13660","3648 Broadway NYC","New York","NY","",2298,"USCGeocoder",1,78.0986,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13677","1438 3rd Ave NYC","New York","NY","",2299,"USCGeocoder",1,234.478,"","4.1","",40.7759804,-73.9563439,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13682","4 W 33rd St NYC","New York","NY","",2300,"USCGeocoder",1,219.1101,"","4.1","",40.7479165,-73.9856534,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13683","485 1st Ave NYC","New York","NY","",2301,"USCGeocoder",1,233.9152,"","4.1","",40.7404599,-73.9761665,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13684","518 W 181st St NYC","New York","NY","",2302,"USCGeocoder",1,156.4254,"","4.1","",40.8484037069949,-73.9317862609001,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","3120.49427781114","Meters","03","StreetSegmentInterpolation"
"13689","2 W 58TH ST NYC","New York","NY","",2303,"USCGeocoder",1,187.3035,"","4.1","",40.7637283,-73.973929,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13695","608 W 184th St NYC","New York","NY","",2304,"USCGeocoder",1,234.2682,"","4.1","",40.8512493,-73.9330452,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13696","N W 43rd St NYC","New York","NY","",2305,"USCGeocoder",1,31.1973,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13705","153 VERMILYEA AV NYC","New York","NY","",2306,"USCGeocoder",1,187.4674,"","4.1","",40.8669,-73.9198,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13714","2113 3rd Ave NYC","New York","NY","",2307,"USCGeocoder",1,203.1141,"","4.1","",40.7974927,-73.9401309,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13719","68 W 37th St NYC","New York","NY","",2308,"USCGeocoder",1,93.7544,"","4.1","",40.7511900073917,-73.9854199005733,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","6540.2257302599","Meters","03","StreetSegmentInterpolation"
"13731","1371 3rd Ave NYC","New York","NY","",2309,"USCGeocoder",1,202.9426,"","4.1","",40.7737661,-73.9574502,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13744","232A W 30th St NYC","New York","NY","",2310,"USCGeocoder",1,78.3492,"","4.1","",40.7487806851602,-73.9934291507148,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Success","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","1","","ReturnAll","5797.74149588216","Meters","03","StreetSegmentInterpolation"
"13748","E Broadway NYC","New York","NY","",2311,"USCGeocoder",1,31.4361,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13755","545 Broadway NYC","New York","NY","",2312,"USCGeocoder",1,109.4532,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13757","E Park Ave NYC","New York","NY","",2313,"USCGeocoder",1,31.2357,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13759","524 Columbus Ave NYC","New York","NY","",2314,"USCGeocoder",1,515.5936,"","4.1","",40.7861,-73.9727,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13775","515 W 46TH ST NYC","New York","NY","",2315,"USCGeocoder",1,203.112,"","4.1","",40.7626729,-73.994538,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13776","21 W 37th St NYC","New York","NY","",2316,"USCGeocoder",1,202.7107,"","4.1","",40.7510796,-73.9845321,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13778","285 3rd Ave NYC","New York","NY","",2317,"USCGeocoder",1,609.4934,"","4.1","",40.7382442,-73.9833559,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13779","53 W 68th St NYC","New York","NY","",2318,"USCGeocoder",1,187.5149,"","4.1","",40.7745424,-73.979638,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13782","W 3rd Ave NYC","New York","NY","",2319,"USCGeocoder",1,31.4237,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13783","402 E 11th St NYC","New York","NY","",2320,"USCGeocoder",1,234.4319,"","4.1","",40.7291356,-73.983671,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13787","309 W 84th St NYC","New York","NY","",2321,"USCGeocoder",1,203.022,"","4.1","",40.7879186,-73.9793481,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13789","W Avenue A NYC","New York","NY","",2322,"USCGeocoder",1,31.0659,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13804","107 Dyckman St NYC","New York","NY","",2323,"USCGeocoder",1,515.7904,"","4.1","",40.862,-73.9248,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","2","","ReturnAll","0","Meters","00","AddressPoint"
"13806","E 7th Ave NYC","New York","NY","",2324,"USCGeocoder",1,31.4301,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13811","1886 BROADWAY NYC","New York","NY","",2325,"USCGeocoder",1,78.1224,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13818","20 E 59th St NYC","New York","NY","",2326,"USCGeocoder",1,172.0609,"","4.1","",40.6537191278656,-73.9220781808318,"Relaxed","LOCATION_TYPE_STREET_ADDRESS","Ambiguous","LinearInterpolation","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","AddressRangeInterpolation","FeatureClassBased","","","2","","ReturnAll","4432.73752235458","Meters","03","StreetSegmentInterpolation"
"13830","215 W 145th St NYC","New York","NY","",2327,"USCGeocoder",1,265.6278,"","4.1","",40.8221974,-73.940012,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","AddressPoint","FeatureClassBased","","","1","","ReturnAll","0","Meters","00","AddressPoint"
"13837","N E 41st St NYC","New York","NY","",2328,"USCGeocoder",1,15.6407,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
"13846","136 W Broadway NYC","New York","NY","",2329,"USCGeocoder",1,140.4523,"","4.1","",40.6639307188879,-73.9382749875207,"Relaxed;Soundex","LOCATION_TYPE_STREET_ADDRESS","Success","ArealInterpolation","ArealInterpolationGeometricCentroid","City","50","CityCentroid","FeatureClassBased","","","1","","ReturnAll","1213369809.72834","Meters","11","CityCentroid"
